ID,num_models,question
851,4,How many times in the video does the woman in red stand on the shoulders of the man in white with both feet?
858,4,个子较高的迷彩服男子将身穿迷彩服的小孩举过头顶后放下的动作，一共做了几次？
861,4,How many times does the woman in blue and white clothing hang upside down from the purple hoop with her legs together?
882,4,How many somersaults did the two children do in total? What percentage of the total were the failed attempts? (Round the result to one decimal place.)
894,4,"In the video, how many different actions did the man wearing a red hat perform while holding the white spray gun?"
908,4,"In the video, what is the total number of dashes made by all blue team heroes towards red team heroes?"
920,4,How many times in total were heroes on the blue side killed in the video?
1017,4,"In the segment from the woman thinking at her desk to the man giving an ecological business speech on stage, how many times in total does the woman appear in shots in the warehouse?"
1053,4,How many options are there in total under this level in the video clip?
1145,4,How many paintings appeared in the video?
1163,4,How many propellers in total does the aircraft introduced in the video have?
1188,4,"How many times do scenes of the men's synchronized 10-meter platform diving and the women's synchronized 3-meter springboard diving appear in the video, respectively?"
1197,4,How many types of ingredients were prepared in the video in total?
1200,4,How many hangers are in the video?
1214,4,How many black flags are there in the video clip?
1221,4,How many animals are in the background of Little Red Riding Hood in the video?
1273,4,How many staff members in red are on the aircraft carrier in the video?
1317,4,"According to the video, how many more grams of meat can a British soldier eat per day than a British civilian?"
1355,4,How many departments organized the event in the video?
1381,4,How many straps are on the person's clothes in the video?
1393,4,"In the video, the camera pans across the audience seats. How many people are wearing hats?"
1398,4,How many times was the page turned in the video?
1440,4,How many artworks are shown in the video in total?
1482,4,How many performers are there in the video?
1518,4,How many times are ingredients and seasonings added to the hot pan in the video?
1,3,How many unique people with visible faces are in the video clip?
11,3,How many people in the video are banging their heads against the wall?
36,3,How many squats did the man in the video do in total?
46,3,How many more girls than boys are playing the guitar in the video?
93,3,How many more female performers than male performers are there in ancient costumes in the video clip?
103,3,How many times did the red lion in the video jump continuously without stopping?
125,3,How many white animals are there in total in the video?
129,3,What is the price difference in Indonesian Rupiah between the cheapest and most expensive dishes on the red sign in the video?
144,3,How many characters were copied in the video?
147,3,How many methods for picking okra were introduced in the video?
152,3,How many times was the gauze wrapped around the mannequin's head?
157,3,How many storage tools are shown in the video clip?
159,3,How many railway catenary poles appeared in this video before the train entered the tunnel?
178,3,How many cats appeared in the video clip?
180,3,How many cats are in the video clip?
190,3,How many times did the performer in the video successfully jump rope?
194,3,"What rank is Taiwan, China, in the video?"
210,3,How many times did the man in this video do the movement?
212,3,How many sheep are in the video clip?
219,3,What is the maximum number of birds that appeared on screen?
240,3,How many times in total was the yellow object in the video stretched?
243,3,How many types of banknotes are flushed down the toilet in the video?
250,3,How many lions are there in the video?
251,3,How many times did the cat's tail twitch in the video?
257,3,At what age did the person mentioned in this video move to Paris?
258,3,How many people appeared in the video?
260,3,During which tightrope walk does the man in the video lie down?
262,3,How many poses did the woman in the video change into?
264,3,How many models have clothing that touches the ground in the specified video segment?
281,3,How many people in total have been on stage in the video?
284,3,How many times does the COP29 logo appear in the video?
294,3,How many men appear in the video in total?
307,3,How many wolves appeared in the video in total?
335,3,How many white containers with blue patterns appear in the video in total? (Count recurring appearances)
339,3,"In the video, at which step is the chili oil poured?"
343,3,How many times in total were seasonings added throughout the cooking process?
349,3,How many types of ingredients are there in the video in total?
356,3,"For the players on the team wearing black jerseys, which goal celebration occurred most frequently?"
358,3,How many types of food are cut with a knife?
362,3,"In the video, how many times in total do the red-and-white and blue-and-white decorations on the cars appear? (Each change of shot counts as one appearance.)"
371,3,"An elderly woman is wearing a purple top and a red headscarf. She makes multiple ""scooping"" motions. How many times does she actually scoop the contents out of the jar and put them into the bowl?"
372,3,What is the result of subtracting the number of times a white solid substance is poured into the large pot from the number of times the chef making the food pours an uncooked white powdery substance into it?
385,3,"In the video, how many kinds of ingredients did the woman in the pink top handle?"
390,3,How many ingredients were used in total to marinate the chicken?
393,3,How many sweet potatoes did the old man in red and the woman in white put into the box altogether?
395,3,What is the difference between the maximum and minimum number of chickens in the first and second segments where they appear?
403,3,What is the total number of times the lady pours water and seasoning into the metal basin containing seafood?
424,3,"When washing her hands, how many times did the woman wearing a top with a colorful pattern scoop water with her hands?"
435,3,What percentage of the total shots were taken by the player in the blue #11 jersey? (Including replays)
444,3,How many types of ingredients in total were added to the black pot during the process of making the ginseng fruit fried rice?
460,3,"In the video, what is the ratio of the number of appearances of the woman in the pink top to the total number of appearances of all people wearing pink? (Each camera switch is counted, and if two such people appear simultaneously, it is counted as one appearance.)"
463,3,"In the video, how many times does the man in the white top and black backpack look back?"
464,3,How many times were powdered and liquid seasonings used in the video during the cooking process?
467,3,How many young birds appear in the video?
468,3,"In the cliff scene, how many times did the young birds jump from a high place?"
471,3,How many times in total did the chicken feet appear in the white transparent liquid in the video? (Count reappearances after scene changes.)
477,3,How many times in total is the food stirred with the spatula in the video?
478,3,"In the video, how many times does the man point forward with his left hand and his right hand, respectively?"
481,3,How many times did the small bird flap its wings while struggling in the water until it was captured by the large bird?
495,3,How many scenes in the video show fewer than 3 dwarf mongooses?
506,3,How many players in white jerseys ran towards the player in the number 7 jersey as he was doing a knee slide?
508,3,How many times does the lady in the blue and pink floral top scoop pieces of meat from the basin with a slotted spoon?
525,3,"What is the percentage of the number of appearances of a man in a dark gray top holding a spatula, out of the total number of spatula appearances?"
553,3,"In the process of making a burger, what is the result of multiplying the number of times green vegetables are added by the number of times red vegetables are added?"
558,3,How many creatures resting on branches or leaves did a fish living in the water knock down by spraying a jet of water?
612,3,"From the start of picking until she sat on the rock, how many times in total did the woman in the black top pick a yellow fruit? And how many times did she eat a yellow fruit? (It only counts as one time if it was completely eaten.)"
616,3,How many times did the foldable picnic chair appear in total?
618,3,How many times does the scene of birds gathering on the ground appear?
630,3,How many times was the meat cut in the video?
641,3,What percentage of the rusty-spotted cat's total appearances in the video are on the wood? (Each time its head fully appears or the scene changes is counted as one appearance.)
648,3,How many monkeys running in the desert appeared in total in the video? (Repeated appearances are included in the count.)
658,3,"During the process of cooking the blood sausage, how many times in total did the woman in the red top lift the pot lid?"
671,3,"In the video, how many times in total did the elderly person in the blue top spread the straw?"
693,3,"While preparing the cabbage, how many outer leaves in total did the old person in red clothes throw away?"
699,3,How many times did the harvest mouse appear crawling on plants? (Including frame-by-frame calculation)
729,3,How many people are drinking water from the green paper cups?
734,3,How many times in the video does the elderly woman wearing a red inner layer touch the wall?
744,3,How many times does the polar bear cub in the video slide down? Only slides exceeding half a body length should be counted.
756,3,"In the video, the woman in the pink top adds ingredients to a large black pot. Which ingredient is added the most times?"
768,3,"In the video, what is the difference in the number of appearances between the lady in the light pink top and the man in the dark blue top?"
773,3,How many times in total did the person in front of the goal practice making saves?
781,3,How many more players are wearing green vests than yellow tops? (Repeated appearances are counted.)
783,3,"How many times does the artwork made of glass, wooden boards, discarded shuttlecocks, and other materials appear in the video?"
785,3,How many times in total did carving tools with narrow tips appear in the wood carving steps?
786,3,How many times in total does the scene of a man in grey-green clothes carving appear? (Each change of shot is counted.)
806,3,How many times did the player in the yellow jersey fall while making a save to stop the ball from going into the net?
819,3,What was the maximum number of players in green training kits present at the same time during the football training?
826,3,How many backhand shots did this woman hit? (Replays are included in the count)
829,3,How many times does the man in the grey jacket skewer squid with bamboo skewers? (Repetitions are also included in the count.)
837,3,"How many times in total did the woman, wearing a traditional costume and a headband strung with red and blue gems, lift her right leg while jumping on the bamboo pole?"
841,3,How many different performances did the woman in the white and blue costume give using the red table?
848,3,How many different locations in total did the two ladies seen at the beginning of the video appear in?
852,3,How many times as often was the red silk ribbon grabbed by the male performers as by the female performers?
863,3,How many times did the man in camouflage-patterned clothes do a handstand on the white rack?
864,3,How many times does the woman standing on the white board spread her arms out horizontally?
870,3,"How many times did the man with yellow hair, wearing a red performance costume, throw the bowl from his hand to be caught by the woman performing a unicycle act?"
897,3,What is the total number of times the person in the blue top chops and cuts the mutton in the video?
899,3,How many times did the little girl in the video open the door?
909,3,What is the total sum of the number of flames and flags on the wall? (Three consecutive flags count as one)
925,3,How many shots did the player in the black number 3 jersey make in the video?
931,3,"In the video, how many times in total was the pink towel scrubbed in the basin and the sink?"
933,3,"In the video, during the process of sealing the tea leaves inside the mask, how many times did the demonstrator wrap the rubber band around? (The first time the rubber band is looped over the mask does not count.)"
943,3,How many times does the video show a woman combing her hair from top to bottom with a white wooden comb?
950,3,What is the difference between the number of men who appear indoors in the video and the number of umbrellas held by women?
959,3,"The number of lit lanterns in the video, plus the number of lanterns the woman in red throws onto the snow, what is the total number?"
972,3,How many times in total did the woman in the wedding dress wear earrings in the video?
978,3,"Based on the video, during the transition of the models from blurry to clear, how many of their faces are shown completely and clearly enough for their facial features to be recognizable?"
999,3,"Based on the video, in the scenes showing different segments of the protagonist's career, how many times is the protagonist seen using a mobile phone? (Excluding close-ups of the phone screen.)"
1002,3,How many times does the female character shown in the video raise her arms in the seaside scene?
1019,3,"Based on the video, how many different people appeared on screen after the scene switched to the interrogation room?"
1024,3,"Based on the different scenes in the video, which of the following scenarios appears most frequently?"
1029,3,"In the video, how many times does the little girl's father look at her, from the moment she starts trying on the red sweater until she finally puts it on and is praised by her grandmother for the beautiful clothes?"
1035,3,"Based on the sports and scenes presented in the video, from a first-person perspective, how many times did an activity involving contact with water occur?"
1037,3,How many times does the scene change in the video?
1041,3,"In the video, from the start of the bamboo weaving to the end of the meeting with the team in formal wear in the conference room, how many hand close-up shots (showing only hand movements, not the full person) appeared?"
1047,3,"Disregarding repeated appearances, how many children are in the video?"
1058,3,How many fixed-camera scenes are shown in the video?
1069,3,"What is the ticket price in the video equivalent to in RMB, calculated at the exchange rate of 16:10 on June 3, 2025?"
1071,3,How many times did the dancers in green change formation in the video?
1083,3,How many leisure and entertainment activities appear in the video?
1107,3,"In the video clip, how many more people are wearing red than purple?"
1110,3,How many Apple computers are in the video?
1116,3,How many ingredients in total make up this man's breakfast and lunch in the video clip?
1125,3,How many swimming rings did the vlogger throw into the basin in the video?
1130,3,How many chickens appeared in the video?
1136,3,How many kinds of animals appeared in the video clip?
1148,3,How many types of boards were used in the video?
1155,3,How many water outlets are in the video?
1158,3,How many times in total was the paper shown in the video folded?
1159,3,How many species of birds appeared in this video clip?
1168,3,How many cities in the broadcast below the video are sunny all day?
1173,3,"On the runway introduced in the video, how many fewer lights are on one side of the runway compared to the number of runway centerline lights?"
1184,3,How many times does the ball hit the net in the video?
1210,3,How many times does a character fall into the water in the video?
1229,3,How many times do the pyramids appear in the video?
1236,3,How many times does Mr. Lu Xun appear in the video's table of contents?
1254,3,How many drones are shown in the video? How many of them are twin-rotor drones?
1260,3,How many people are in the lion dance performance in the video?
1268,3,How many fan blades does the model in the video have?
1281,3,"In the video, how many times in total does nail polish appear as a tip?"
1305,3,How many books were flipped through in the video?
1312,3,How many balls are on the ground in the video?
1338,3,How many pieces of cardboard or posters were taken from the shelf in the video in total?
1354,3,What is the difference in the number of rings on the woman's left and right hands in the video?
1361,3,How many coins in total were dropped in the video?
1363,3,How many leaves did the woman in the video cut off in total?
1365,3,How many more people were there at the end of the video than at the beginning?
1367,3,How many photos were taken in total in the video?
1368,3,How many photos did the photographer in the video take in total?
1370,3,"How many times does the word ""Xianglong"" appear in the video?"
1383,3,How many things are there in total on the dining table in the video?
1405,3,How many people in the video are wearing clothing with red elements?
1415,3,"In the workshop shown in the video, how many products have prices? Of those, how many are over 50 yuan?"
1422,3,How many times did the person in the video pat the doll? And how many times did they press on it?
1431,3,How many animals appeared in the video?
1432,3,How many people in total did the man looking for an ATM in the video ask?
1441,3,How many paintings are there in this exhibition room in the video?
1444,3,How many kinds of food are in the cup in the video altogether?
1503,3,"In the video, how many black, disc-shaped objects in total were inserted into the tree?"
1521,3,"The number of times the woman wearing a wedding dress at the beginning of the video wears a wedding veil throughout the entire video, divided by the number of men wearing suits, is closest to which of the following values?"
1523,3,How many times does the scene of pressing the dough with a cleaver appear in the video? (Including camera cuts.)
3,2,"How many film and TV adaptations of Journey to the West are introduced in the video in total, and which of them is a co-production between two countries?"
16,2,"Of the methods shown in the video, which one gets the phone the farthest from the ground?"
20,2,How many days apart were the two air crashes mentioned in the video?
28,2,How many 5G technology application scenarios are mentioned in this video clip?
38,2,How many mythical creatures from the *Classic of Mountains and Seas* were introduced in the video?
40,2,How many life hacks are recommended in this video clip?
44,2,What is the total number of kettlebell swings from the two people in the video combined?
52,2,What is the difference between the number of long pants and shorts in this video clip?
59,2,What is the difference between the starting weight and the final weight recorded in the notes in the video?
63,2,How many items in total are vacuum-sealed in the video?
65,2,How many kinds of delicious food appear in this video?
68,2,How many character posters appear in the video?
77,2,How many Hellobikes appear in the video?
81,2,How many lion heads passed by in the video?
82,2,How many doctors appeared in the video?
97,2,How many open books are shown in the video?
104,2,How many stores did the main character in the video visit from the time they entered the mall until they left?
106,2,How many decrees targeting men issued after the occupation of the city were introduced in the video?
114,2,"Of the three people from this period mentioned in the video, who cried the most, and how many more times did they cry than the person who cried the least?"
115,2,How many liuli-making techniques are introduced in the video?
122,2,How many pairs of similar characters from *Romance of the Three Kingdoms* and *Water Margin* are mentioned in the video?
127,2,How many backflips did the man in the video do?
128,2,How many tips are shown in the video in total?
141,2,Approximately how much did the two people in this video clip spend on groceries in total?
145,2,How many kinds of porcelain are shown in the video?
146,2,How many times did the woman stir in the specified video clip?
155,2,How many times did the man in the video give the dog treat rewards?
165,2,What is the approximate total calorie count of the cake made from the recipe shown in the video?
166,2,How many different dogs appeared in the video?
167,2,How many shot transitions are there in the video?
171,2,Which channel for getting books is not mentioned in the video?
174,2,How much would it cost to order every dish in the rightmost column of the menu at this barbecue restaurant?
188,2,How many times did the woman in the video jump rope with the animal?
201,2,"In the specified video clip, how many times in total did the man sprinkle the powdery substance onto the snack?"
205,2,How many shots did player number 7 make in the video?
206,2,How many logs did the woman in the video pick up in total?
211,2,How many times did the man in the video perform the action?
214,2,How many segments are shown in the picture?
217,2,How many pairs of shoes are shown in the video?
221,2,How many items is the man showing in his hands in the video?
230,2,How many attempts did the orca pod make to capture the first seal?
237,2,How many crunches did the man in the video do?
244,2,How many types of hair buns are mentioned in the video?
247,2,How many times in total were the drawers pulled to show the tableware in the video?
256,2,What is the probability of randomly getting the Dragon zodiac cup in the video?
261,2,How many times did the woman in the video spin?
263,2,How many people are performing in the clip?
265,2,How many parked airplanes are in the video clip?
276,2,"In the video, how many of the pairs playing the role of trash cans consist of one male and one female?"
286,2,How many times was the paper in the video folded?
293,2,What period are the costumes of the two performers in the video from?
317,2,How many more goals did the team in red score than the team in white?
322,2,How many total baskets were scored in this basketball game? And which player made the most shots?
330,2,"In the video, how many times does the man move forward while bouncing the ball with both hands?"
332,2,How many times were items added to the big black pot during the cooking process?
333,2,How many times did chicken feet appear in the video?
334,2,"In the match, how many times did the players in green jerseys successfully block the ball from entering the net? (Repetitions are counted.)"
337,2,"During the food preparation process, what is the total number of times that the actions of slicing the pork liver and arranging the pork liver appear?"
340,2,How many players in total can be clearly seen falling to the ground? (Repeated appearances are counted.)
352,2,How many times in total were different ingredients added to the pot when cooking the meat? (Excluding water)
354,2,How many different cooking methods are shown in the video?
363,2,"In the video, how many times did the elderly person wearing the yellow top with a dark pattern repeat the action of raising and lowering their arm?"
364,2,How many times were the hawthorn berries put into the pot? And how many times were they taken out of the pot?
378,2,"During the pottery-making process, the maker used a wooden tool for shaping and decoration. In total, how many types of operations were performed?"
379,2,How many different auxiliary tools did the man wearing a hat use to process the pottery blanks while making pottery?
380,2,What is the cube of the number of times the man selling tofu cuts the tofu?
382,2,"During the making of Tibetan incense, what is the square of the number of times that the action of a stone pestle grinding medicinal herbs and a shot of the herbs are seen simultaneously?"
386,2,"In the video, how many doors did the man in grey close in total?"
388,2,How many different seasonings did the man use in total to marinate the meat slices? (Anything added after the meat slices is also considered a seasoning.)
392,2,How many cuts in total did the old person in red clothes make when cutting the tofu?
394,2,What is the sum of the number of times the old man in red scooped soil out of the box and the number of times he scooped soil out of the bucket?
397,2,What is the difference between an electric vehicle with a person on it and one without?
398,2,How many times did the lady squatting to plant potatoes plant? (Touching the ground with her hand is counted as planting once.)
399,2,"From the start to the end of planting potatoes outdoors, how many potato pieces in total did the woman in the black patterned clothes put into the ground?"
404,2,How many different scenes does each person in the video appear in? (Recurring scenes are counted only once.)
420,2,How many jars of food with golden lids appear in the video? (Items that reappear in the same scene are counted only once.)
422,2,"In the video, how many different types of fruit did the woman in the white top pick?"
423,2,How many times did the woman in the colorful patterned top add white powder from the green container to the basin of white powder? And how many eggs did she add?
428,2,"In the video clip, how many total shots did all the players in red jerseys take? Of those, how many were successful goals? (Replays are also counted.)"
429,2,How many times in total were ingredients and seasonings added to the pot during the cooking process?
431,2,In how many scenes in total does the woman in the black padded jacket appear? (Each camera cut counts as a new scene.)
434,2,What is the proportion of the types of ingredients being processed (counting only those with a visible process) to the total number of ingredient types in the video?
443,2,How many times in total is a kitchen knife used to chop downwards in the video?
448,2,"After water was poured into the stone pot, how many times were ingredients added?"
449,2,How many kinds of non-liquid ingredients were added to the black clay pot in total?
459,2,How many kinds of ornaments did the person wearing a watch add to the sewn fabric while making the handicraft? (Thread and string are not included).
462,2,"From the time the old lady started frying the bean pancake until she removed it, how many times in total did she flip it with a spatula?"
466,2,How many times does the adult bird appear in the video?
469,2,"According to the video, how many people are at the dining table?"
474,2,How many wrapped zongzi appeared in the video in total?
476,2,Did a woman in a white top grab pork ribs from several different containers?
482,2,"How many times in total did the person in green run in the video? (If the camera angle changes during a run, it is counted as one time.)"
492,2,"What is the sum of the number of times the woman performs the 'pounding' action after placing the green ingredients into the stone tool, and the number of times she does so after placing the red ingredients?"
493,2,What is the total number of meerkats in the video performing the action with their forelimbs down and hindlimbs up? (A meerkat with only one forelimb down or one hindlimb up should also be counted as one.)
494,2,"In the video, how many times in total did the dwarf mongooses jump? (A jump is counted for any dwarf mongoose as long as both its front and hind limbs are off the ground. Cases where the front and hind limbs are not observed simultaneously do not count.)"
499,2,"If an insect enters a Venus flytrap, what is the sum of the number of times its legs touch the inner trigger hairs and the number of times the flytrap closes?"
513,2,How many times in total did the pink brush dip into the water in the silver basin? (A single dip is counted from the moment the brush touches the water surface until it leaves.)
514,2,"After placing the sheep's head in the black pot, how many times in total were things added to the pot?"
522,2,How many different digital products are shown in this video?
529,2,"On the reef, how many times did monkeys use stones to strike shellfish?"
532,2,"According to the video, how many more scenes are there of a monkey striking a stone with a shell than of a monkey striking a shell with a stone? (Shot changes do not count.)"
535,2,How many times does the spider spin silk (counting shot changes)?
541,2,"How many times in total does the polar bear pop its head out of the snow? (Repeated scenes are only counted once, while non-repeated ones are counted.)"
542,2,How many times did it cut to the scene of seals resting on the ice?
543,2,How many times in total did the polar bear dive into the water to hunt seals?
546,2,What is the percentage of headed goals out of all goals scored (replays are also included in the statistics)?
555,2,How many times did a clear picture of a treeshrew licking a pitcher plant appear?
557,2,How many times did the scene of only one fish leaping out of the water appear?
560,2,How many times in total did a woman wearing a black top appear? (An appearance is only counted when the scene changes.)
564,2,How many different types of green vehicles are in the video?
567,2,How many different substances were added to the basin of flour placed on the kang?
568,2,"Throughout the video, how many black sea urchins did the larger, all-orange fish clear? (Repeated footage is counted)."
572,2,The quantity of food items added to the bowl full of food with the small white spoon is how many times the quantity added with the silver spoon?
583,2,How many times do a woman in a sleeveless top and a man in a hat appear in the same scene? (Count each location only once).
585,2,"In the video, how many times in total were dishes brought to the table?"
587,2,"In the video, how many times in total did the woman in the purple ethnic costume dig with the hoe?"
590,2,"In the video, how many chicken feet were caught and thrown into the metal bowl?"
594,2,"In the video, what is the total number of semi-finished mooncakes on the table?"
603,2,"In the video, how many things in total did the woman in pink add to the bowl?"
608,2,How many pygmy monkeys appeared in the video?
609,2,"In the video, what is the total number of times that the woman in the red, cyan, and orange clothes and the woman in the black shirt with a blue apron grab crabs?"
620,2,How many more crabs were scrubbed with a pink brush than were cut in half? (Count only the visible processing.)
623,2,How many times in total did the woman in the purple top enter and exit the room?
624,2,How many times did the action of grabbing and releasing the line-shaped objects on the board occur?
626,2,How many dishes were cooked in the black pot in the video?
627,2,"In the video, how many vegetables were picked from the ground in total? (including Chinese cabbage and chili peppers)"
636,2,How many people in total did the winding work in the video? (The same person appearing multiple times still counts as one person.)
647,2,How many different animals are shown in the video?
655,2,"In the restaurant scene, how many clearly visible glasses are there in total on the table? (Duplicates should be counted.)"
657,2,How many times does a black-haired woman wearing clothes with a floral pattern and a necklace appear in the video?
661,2,"In the video, how many times does the elderly woman in the red top scoop up white liquid with a silver container and pour it into a filter cloth?"
663,2,"In the video, how many times in total did the man in the white top put food into his mouth with a spoon?"
668,2,"In the video, how many different items in total has the man in the black top held in his right hand?"
673,2,What is the difference between the number of types of non-liquid ingredients placed in the silver basin and the number of types placed in the black pot?
679,2,"In total, how many different types of tools were used to inject things into the sheep's lungs?"
683,2,"Indoors, how many different food ingredients did the woman in the striped top touch in total? (Ingredients in the same container are counted as one type)."
684,2,How many kinds of items did the woman in the striped clothes take with her right hand?
692,2,Multiple people in the video are participating in the activity of peeling vegetable leaves. How many leaves did the elderly person in the red top peel off in total? (Only a successfully peeled leaf counts as one.)
694,2,How many leaves were picked off the Chinese cabbage in the hands of the old lady wearing a red embroidered coat?
704,2,What ingredients did the lady in the purple ethnic costume add to the golden bowl while making food?
706,2,How many kinds of ingredients (including water) did the lady add to the iron pot when making the food?
707,2,How many times do the brush and the oysters appear together in the video?
713,2,"In the video, how many balls did the female athlete wearing dark blue sportswear hit but fail to get over the net?"
717,2,"Throughout the entire video, how many times did the woman in the yellow safety helmet press her hands together in front of her chest? (It only counts as one time if her hands are completely touching.)"
725,2,"On the basketball court, how many more successful shots than blocked shots were there for all players?"
726,2,"How many times in total did the brown-haired lady, wearing a black top and no mask, look at a mobile phone with other people?"
728,2,"With its mother's help, how many times did the baby elephant try to stand up? (Camera cuts are not counted)."
732,2,How many more saves did the player in the green jersey make than the player in the yellow jersey?
733,2,How many times in total did players successfully stop the ball from entering the goal? (Each occurrence is counted.)
737,2,"In the video, what is the difference in the number of shot attempts between the team in red shirts and the team in white shirts?"
745,2,What is the goal success rate for the team in red and blue tops in the video? (Replays are included in the statistics.)
757,2,"In the video, what is the difference between the number of times the man in the black jacket appears alone and the number of times he appears together with the woman in the black top?"
763,2,How many kicks did the team in white tops make in total? (Replays are included in the count.)
767,2,How many times in total were ingredients added to the pot during the cooking process?
774,2,How many people passed by wearing a white fluffy sleeveless vest?
784,2,"How many times in total is a woman in a black down jacket, who is trying to open a wooden crate with a crowbar, shown holding the crowbar with both hands? (Camera cuts are counted)."
788,2,"Of all the kitchenware shown in the video, which of the following items has the most styles?"
790,2,"In the video, before the woman in the grey top was discovered secretly eating the oysters, how many is it clear that she had ""eaten""?"
793,2,"In the video, how many times in total did the white-haired woman in the fuchsia floral top take red envelopes from the woman in the red floral vest?"
798,2,"There are multiple scenes of applause in the short film. Of the following options, which man clapped the most times?"
800,2,What is the difference in the number of people between the most and least crowded scenes during the assembly of the blue machine?
807,2,"On the court, how many times does the man in the bright yellow top appear on screen for more than one second?"
813,2,How many times in total did the complete action of putting ingredients into the black pot and then stirring them with an iron spatula occur?
816,2,How many times does the action of holding both hands open in the air occur? (Instances where only one arm is visible do not count; repeated occurrences are counted multiple times; each appearance after a complete camera cutaway is counted as a new instance.)
821,2,How many orange training cones are there in total?
833,2,How many times in total did the woman in the white top and black pants hit the ball?
842,2,"In the video, how many times does the action of hanging upside down on the black pole appear?"
866,2,How many times in total did the man in camouflage clothing hold a legs-together position while completing the handstand?
867,2,What is the proportion of shots made by the man wearing the blue number 66 jersey out of the total number of shots made?
871,2,"In the video, how many poses by the performers in camouflage last for 2 seconds or more?"
872,2,"In the video, how many times in total did the performer in camouflage clothing noticeably bend his legs while performing the one-handed handstand on the circular platform? (Count each repetition.)"
874,2,"In the video, how many times in total do player #8 and player #11, both in white jerseys, high-five?"
878,2,What is the sum of the jersey numbers of the two little boys who scored the goal?
886,2,How many stairs did the boy in red climb in a one-handed handstand?
889,2,"How many people are walking up the stairs in the video? If each of them needs to climb 20 steps to reach their destination, how many steps will they need to climb in total?"
