model,direction,ID,Question_EN,gt,cot,nocot,LLM_Level_Final,meta_counting_type,meta_domain_v2,meta_scene_consistency,meta_shot_transition_count,meta_content_style
InternVL2_5-8B,gain,620,How many more crabs were scrubbed with a pink brush than were cut in half? (Count only the visible processing.),C,C,A,3,action,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,gain,626,How many dishes were cooked in the black pot in the video?,C,C,A,2,event,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,gain,628,"In the video, how many times does the man in the black top pick up food with his chopsticks? What is the ratio of the number of times he eats the food after picking it up to the total number of times he picks up food?",C,C,D,3,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,gain,687,"In the video, how many times in total did the pika run to its den in the rocks carrying plants?",C,C,A,2,action,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,gain,692,Multiple people in the video are participating in the activity of peeling vegetable leaves. How many leaves did the elderly person in the red top peel off in total? (Only a successfully peeled leaf counts as one.),C,C,D,2,action,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,gain,696,What is the total number of times the carving knife appears during the process of making the wooden utensils? (Including frame-by-frame counting),C,C,A,2,object,real-world,edited_with_cuts,19.0,other
InternVL2_5-8B,gain,701,"In the video, what fraction of the total number of steamed buns is the number of unsteamed buns?",C,C,A,3,object,real-world,edited_with_cuts,11.0,other
InternVL2_5-8B,gain,715,How many buckets in the video are shown pouring out or being filled with sweet potatoes or sweet potato flour?,C,C,A,2,action,real-world,edited_with_cuts,17.0,other
InternVL2_5-8B,gain,825,How many times in total did the lady pour the crushed chili into the silver bowl?,C,C,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,gain,869,How many times did the woman performing the unicycle act kick the bowls from her foot to her head?,C,C,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,gain,880,How many people spread their arms?,C,C,A,1,action,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,gain,891,How many times did the video switch to a shot of a person?,C,C,B,2,event,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,gain,897,What is the total number of times the person in the blue top chops and cuts the mutton in the video?,C,C,A,3,action,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,956,How many airplanes are parked on the ground in the video?,C,C,A,1,object,instructional-media,edited_with_cuts,4.0,other
InternVL2_5-8B,gain,962,"In the video, a woman wearing a qipao appears in indoor, snowy, and courtyard exterior wall scenes. If you count the number of other women present in each scene alongside her, which of the following options matches the statistical results?",C,C,B,3,object,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,982,"According to the video content, what is the maximum number of times the blind girl touches Braille with her hands in outdoor scenes?",C,C,D,3,action,real-world,edited_with_cuts,9.0,other
InternVL2_5-8B,gain,1020,"According to the video, how many times does the character hold a red flower in the segments that take place in the garden?",C,C,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,gain,1048,"In the specified video clip, how many people are in the photo with the highest number of people?",C,C,B,3,object,real-world,edited_with_cuts,40.0,other
InternVL2_5-8B,gain,1049,How many cats appeared in the video?,C,C,D,1,object,real-world,edited_with_cuts,12.0,other
InternVL2_5-8B,gain,1209,How many times did the person in the video open the drawer?,C,C,D,1,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,gain,1225,"In the video, how many balls are placed in each team's area?",C,C,A,2,object,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,gain,1231,How many heads are in the video?,C,C,D,3,object,instructional-media,continuous_shot,0.0,other
InternVL2_5-8B,gain,1248,What is the difference in years between the invention of the two types of paper mentioned in the video?,C,C,D,3,event,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,gain,1253,What is the approximate speed of the proton beam mentioned in the video?,C,C,D,3,object,instructional-media,edited_with_cuts,8.0,other
InternVL2_5-8B,gain,1276,How many bottle caps were stuck on the disc in the video?,C,C,A,1,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,1280,Is the airport construction tax in Ireland shown in the video higher or lower than the 50 yuan for domestic flights?,C,C,A,3,event,instructional-media,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL2_5-8B,gain,1312,How many balls are on the ground in the video?,C,C,D,1,object,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,gain,1329,How many different folk cultures from different places appeared in the video?,C,C,B,2,event,instructional-media,edited_with_cuts,18.0,other
InternVL2_5-8B,gain,1358,How many squats did the lady in the video do?,C,C,A,1,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,gain,1411,How many small wooden doors in total does the woman in the video stop in front of?,C,C,D,2,object,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,gain,1422,How many times did the person in the video pat the doll? And how many times did they press on it?,C,C,A,2,action,instructional-media,edited_with_cuts,5.0,recorded_course_or_ppt
InternVL2_5-8B,gain,1533,How many different colored tops did the female blogger who filmed this video wear in total during the vlog intro?,C,C,D,2,object,real-world,edited_with_cuts,25.0,other
InternVL2_5-8B,gain,13,How many pieces of clothing did the lady in the video touch in total?,D,D,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,gain,32,What is the total face value of the banknotes that are clearly visible in the video?,D,D,A,3,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,gain,41,How many sets of shoulder shrugs did the elderly person do in this video clip?,D,D,A,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,gain,92,How many light-years away from Earth are the first and second planets mentioned in the video combined?,D,D,A,3,object,instructional-media,edited_with_cuts,1.0,other
InternVL2_5-8B,gain,101,How many quintessences of Chinese culture does the author in the video believe are on the verge of being lost due to their high difficulty?,D,D,A,2,event,instructional-media,edited_with_cuts,8.0,other
InternVL2_5-8B,gain,142,How many kinds of food did the man in the video order?,D,D,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,gain,164,How many pairs of earrings are shown in this video clip?,D,D,A,1,object,real-world,edited_with_cuts,11.0,other
InternVL2_5-8B,gain,169,How many times in total did the woman in the video lift the dumbbell with one hand?,D,D,A,2,action,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,gain,200,How many road signs appeared in the video?,D,D,C,1,object,real-world,edited_with_cuts,9.0,other
InternVL2_5-8B,gain,235,How many dishes on the menu in the video are marked with a crown symbol?,D,D,A,1,object,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,gain,238,How much did the woman in the video spend on food in total?,D,D,A,3,object,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,gain,294,How many men appear in the video in total?,D,D,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,300,How many times do pictures appear in the video clip?,D,D,A,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,304,"In the video, a woman in a black suit and a man in a yellow vest each spoke several times. What is the difference in the number of times they spoke?",D,D,B,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,331,How many different physical exercises did the man demonstrate? (Dribbling a basketball counts as only one.),D,D,A,2,event,real-world,edited_with_cuts,36.0,other
InternVL2_5-8B,gain,333,How many times did chicken feet appear in the video?,D,D,A,1,object,real-world,edited_with_cuts,9.0,other
InternVL2_5-8B,gain,344,"A man in a black jacket poured the white, spotted ingredients from a bamboo basket into several different containers?",D,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,gain,353,How many times does the man in the white top appear throughout the video? (Each camera cut counts as one appearance; back views are not included.),D,D,A,2,event,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,gain,389,"During the process of making the seasoning, how many types of seasonings in total were ground in the stone mortar?",D,D,A,2,object,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,gain,451,What is the result of multiplying the number of types of non-liquid ingredients added to the yellow bowl by the number of types of non-liquid ingredients added to the black pot?,D,D,A,3,object,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,gain,469,"According to the video, how many people are at the dining table?",D,D,B,1,object,real-world,edited_with_cuts,14.0,other
InternVL2_5-8B,gain,494,"In the video, how many times in total did the dwarf mongooses jump? (A jump is counted for any dwarf mongoose as long as both its front and hind limbs are off the ground. Cases where the front and hind limbs are not observed simultaneously do not count.)",D,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,gain,542,How many times did it cut to the scene of seals resting on the ice?,D,D,A,2,event,real-world,edited_with_cuts,,
InternVL2_5-8B,gain,593,"When making mooncakes, what is the total number of times if you add the number of attempts using a mold to the number of times you successfully made them?",D,D,A,3,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,gain,594,"In the video, what is the total number of semi-finished mooncakes on the table?",D,D,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,gain,599,"Of all the people in the video, how many are wearing clothes with the primary colors of art?",D,D,A,2,object,real-world,edited_with_cuts,16.0,other
InternVL2_5-8B,gain,603,"In the video, how many things in total did the woman in pink add to the bowl?",D,D,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,gain,650,How many times is the iron used in the video during the hat-making process? (Each time the iron touches and is lifted from the fabric counts as one use.),D,D,A,1,action,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,gain,660,How many scenes in this video use knives? (A shot change counts as one scene.),D,D,A,2,event,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,gain,665,What is the total number of times white food was put into the black pot?,D,D,C,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,gain,676,How many times in total does the lady in the pink floral top make a complete scraping motion with her knife? (One scrape is counted from when the knife touches the food until it leaves the food.),D,D,A,2,action,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,gain,698,How many different animals appear in this video?,D,D,B,2,object,real-world,edited_with_cuts,13.0,other
