model,direction,ID,Question_EN,gt,cot,nocot,LLM_Level_Final,meta_counting_type,meta_domain_v2,meta_scene_consistency,meta_shot_transition_count,meta_content_style
InternVL2_5-8B,loss,386,"In the video, how many doors did the man in grey close in total?",D,B,D,2,action,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,390,How many ingredients were used in total to marinate the chicken?,A,B,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,402,How many times did the man with glasses lower his head to hide behind the wall?,D,B,D,2,action,real-world,edited_with_cuts,14.0,other
InternVL2_5-8B,loss,421,"According to the video, how many types of food with strawberries were shown in total?",D,B,D,2,event,real-world,edited_with_cuts,25.0,other
InternVL2_5-8B,loss,438,How many times does the black calf appear in the video?,A,B,A,2,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,478,"In the video, how many times does the man point forward with his left hand and his right hand, respectively?",D,B,D,2,action,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,489,"How many different types of ingredients did the woman in the video prepare in total? (Staple foods, seasonings, side ingredients, etc., all count as ingredients.)",A,B,A,2,object,real-world,edited_with_cuts,9.0,other
InternVL2_5-8B,loss,501,How many times were the wontons scooped up in total?,C,B,C,1,action,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,503,How many times in total are charcoal and ash added to the earth mound during the roasting process?,A,B,A,3,action,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,586,How many different tools does the woman in purple use in the video? (Recurring tools are only counted once.),D,B,D,2,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,612,"From the start of picking until she sat on the rock, how many times in total did the woman in the black top pick a yellow fruit? And how many times did she eat a yellow fruit? (It only counts as one time if it was completely eaten.)",A,B,A,2,action,real-world,edited_with_cuts,12.0,other
InternVL2_5-8B,loss,661,"In the video, how many times does the elderly woman in the red top scoop up white liquid with a silver container and pour it into a filter cloth?",D,B,D,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,681,How many different types of ingredients appeared during the barbecue?,D,B,D,2,object,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,loss,699,How many times did the harvest mouse appear crawling on plants? (Including frame-by-frame calculation),D,B,D,3,action,real-world,edited_with_cuts,17.0,other
InternVL2_5-8B,loss,748,What is the dunking percentage of the person in the dark gray clothes in the video?,D,B,D,3,action,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,798,"There are multiple scenes of applause in the short film. Of the following options, which man clapped the most times?",C,B,C,3,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,836,What is the proportion of goals scored by directly kicking the ball into the net out of all valid goals? (Excluding replays.),A,B,A,3,event,real-world,edited_with_cuts,12.0,game_livestream
InternVL2_5-8B,loss,846,"On the badminton court, which type of shot does the lady in the white top use most often?",D,B,D,3,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,870,"How many times did the man with yellow hair, wearing a red performance costume, throw the bowl from his hand to be caught by the woman performing a unicycle act?",C,B,C,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,loss,909,What is the total sum of the number of flames and flags on the wall? (Three consecutive flags count as one),D,B,D,3,object,virtual-world,continuous_shot,0.0,game_livestream
InternVL2_5-8B,loss,928,How many times in the video does a hand enter the water and touch the fans?,C,B,C,2,action,instructional-media,continuous_shot,3.0,other
InternVL2_5-8B,loss,933,"In the video, during the process of sealing the tea leaves inside the mask, how many times did the demonstrator wrap the rubber band around? (The first time the rubber band is looped over the mask does not count.)",A,B,A,3,action,instructional-media,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,940,In how many different scenes do the bottled condiments appear?,D,B,D,2,event,instructional-media,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,972,How many times in total did the woman in the wedding dress wear earrings in the video?,A,B,A,2,object,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,975,"In the video, how many times did the color of the circular halo around the athlete change distinctly?",A,B,A,2,event,real-world,edited_with_cuts,20.0,other
InternVL2_5-8B,loss,996,How many close-up shots of arms are there in the video?,A,B,A,2,event,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,1035,"Based on the sports and scenes presented in the video, from a first-person perspective, how many times did an activity involving contact with water occur?",D,B,D,2,event,real-world,edited_with_cuts,33.0,other
InternVL2_5-8B,loss,1036,"In the video, how many times do scenes of the Guqin being played appear, and what is the color of the performer's attire each time?",C,B,C,2,event,real-world,edited_with_cuts,9.0,other
InternVL2_5-8B,loss,1068,How many women in the video have makeup and attire that include pearl elements?,A,B,A,2,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1159,How many species of birds appeared in this video clip?,A,B,A,2,object,real-world,edited_with_cuts,11.0,other
InternVL2_5-8B,loss,1184,How many times does the ball hit the net in the video?,A,B,A,1,event,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1192,"According to the calculation method in the video, which dynasty was China in at 12:00 PM?",D,B,D,3,event,instructional-media,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,1218,How many types of drinks appear in this video clip?,A,B,A,2,object,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,1237,"According to the video, how many minutes faster is it to cook rice in a stockpot compared to a rice cooker?",C,B,C,3,event,instructional-media,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,1327,"At the Lao He Jia Braised Jelly Noodle shop in the video, how much would it cost to order one serving with bread, double eggs, and meat, a small portion of cured beef, a bottle of homemade plum juice, and also take away a bottle of chili oil?",D,B,D,3,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1347,How many brands were mentioned in the video?,A,B,A,2,event,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,1395,"The video mentions that after many years of the War of Resistance, a number of outstanding military commanders emerged in the Chinese army. How many are mentioned in the video?",A,B,A,2,event,instructional-media,edited_with_cuts,8.0,other
InternVL2_5-8B,loss,1398,How many times was the page turned in the video?,A,B,A,1,action,instructional-media,continuous_shot,10.0,recorded_course_or_ppt
InternVL2_5-8B,loss,1440,How many artworks are shown in the video in total?,A,B,A,1,object,real-world,continuous_shot,5.0,other
InternVL2_5-8B,loss,36,How many squats did the man in the video do in total?,A,C,A,1,action,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,81,How many lion heads passed by in the video?,D,C,D,1,object,instructional-media,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,136,How many clips is the man sitting in the video wearing on his head?,A,C,A,2,object,real-world,edited_with_cuts,2.0,recorded_course_or_ppt
InternVL2_5-8B,loss,174,How much would it cost to order every dish in the rightmost column of the menu at this barbecue restaurant?,D,C,D,3,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,190,How many times did the performer in the video successfully jump rope?,D,C,D,1,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,215,How many female models are in the picture?,B,C,B,1,object,real-world,edited_with_cuts,14.0,other
InternVL2_5-8B,loss,261,How many times did the woman in the video spin?,D,C,D,3,action,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,380,What is the cube of the number of times the man selling tofu cuts the tofu?,D,C,D,3,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,388,How many different seasonings did the man use in total to marinate the meat slices? (Anything added after the meat slices is also considered a seasoning.),D,C,D,2,object,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,413,"In the video, how many times did the hanging bullfrog hit the face of the man in the white shirt before he was startled awake?",A,C,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,468,"In the cliff scene, how many times did the young birds jump from a high place?",D,C,D,2,action,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,499,"If an insect enters a Venus flytrap, what is the sum of the number of times its legs touch the inner trigger hairs and the number of times the flytrap closes?",A,C,A,3,action,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,loss,510,In how many scenes did the basket appear during the picnic preparation and the picnic itself? (Shot changes do not count.),D,C,D,3,event,real-world,edited_with_cuts,31.0,other
InternVL2_5-8B,loss,522,How many different digital products are shown in this video?,B,C,B,2,object,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,547,"On the football field, what is the difference between the number of times the person in the red top fell and the number of times the person in the fluorescent yellow top fell? (Falls shown in the replay footage are also included in the count.)",D,C,D,3,action,real-world,edited_with_cuts,20.0,other
InternVL2_5-8B,loss,572,The quantity of food items added to the bowl full of food with the small white spoon is how many times the quantity added with the silver spoon?,D,C,D,3,action,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,618,How many times does the scene of birds gathering on the ground appear?,A,C,A,2,event,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,630,How many times was the meat cut in the video?,A,C,A,1,action,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,693,"While preparing the cabbage, how many outer leaves in total did the old person in red clothes throw away?",A,C,A,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,734,How many times in the video does the elderly woman wearing a red inner layer touch the wall?,A,C,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,754,"How many crabs in the video performed a ""jumping"" motion?",B,C,B,1,action,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,809,"Based on the video content, in how many different scenes does the woman wearing a black top appear?",D,C,D,2,event,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,821,How many orange training cones are there in total?,D,C,D,1,object,real-world,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,828,How many different-colored race cars does the woman in the grey top and pants appear next to in total?,A,C,A,2,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,837,"How many times in total did the woman, wearing a traditional costume and a headband strung with red and blue gems, lift her right leg while jumping on the bamboo pole?",B,C,B,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,899,How many times did the little girl in the video open the door?,A,C,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,919,How many times did the blue arrow-shaped ranged skill appear in the video?,A,C,A,2,object,virtual-world,edited_with_cuts,4.0,game_livestream
InternVL2_5-8B,loss,920,How many times in total were heroes on the blue side killed in the video?,A,C,A,2,event,virtual-world,edited_with_cuts,1.0,game_livestream
InternVL2_5-8B,loss,1052,How many luggage racks in total did the first person to appear in the video open?,D,C,D,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1127,How many types of animals (broad categories) appeared in the video in total?,D,C,D,2,object,real-world,edited_with_cuts,32.0,other
InternVL2_5-8B,loss,1130,How many chickens appeared in the video?,A,C,A,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1132,How many small tips did the author demonstrate in the video?,A,C,A,2,event,real-world,edited_with_cuts,32.0,other
InternVL2_5-8B,loss,1136,How many kinds of animals appeared in the video clip?,B,C,B,2,object,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,1151,How many boxes of dolls were collected in total in the video?,B,C,B,3,object,instructional-media,edited_with_cuts,8.0,other
InternVL2_5-8B,loss,1317,"According to the video, how many more grams of meat can a British soldier eat per day than a British civilian?",A,C,A,3,event,instructional-media,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,1338,How many pieces of cardboard or posters were taken from the shelf in the video in total?,A,C,A,2,object,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,1353,How many kinds of vegetables does the person in the video show?,D,C,D,2,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1374,How many different shapes of hats or conical hats appear in the video?,A,C,A,2,object,instructional-media,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,1381,How many straps are on the person's clothes in the video?,D,C,D,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1393,"In the video, the camera pans across the audience seats. How many people are wearing hats?",A,C,A,1,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1407,How many years has the book in the video been published as of 2025?,A,C,A,3,event,instructional-media,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,1467,How many types of natural materials did the girl use to build the shelter in the video?,A,C,A,2,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1473,How many book titles did the author introduce in the video?,A,C,A,2,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1480,How many one-legged hops did the boy in the video do in total?,A,C,A,2,action,real-world,edited_with_cuts,11.0,other
InternVL2_5-8B,loss,71,How many round windows can be seen in the video? (Excluding duplicates),A,D,A,1,object,real-world,continuous_shot,9.0,other
InternVL2_5-8B,loss,83,How many names in the Yang family tree shown in the video are not marked in red?,A,D,A,2,object,instructional-media,edited_with_cuts,1.0,recorded_course_or_ppt
InternVL2_5-8B,loss,125,How many white animals are there in total in the video?,C,D,C,1,object,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,147,How many methods for picking okra were introduced in the video?,C,D,C,2,event,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,201,"In the specified video clip, how many times in total did the man sprinkle the powdery substance onto the snack?",B,D,B,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,212,How many sheep are in the video clip?,A,D,A,1,object,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,239,How many cats are in the video?,A,D,A,1,object,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,loss,241,How many triangular kiwi slices are there in the video?,A,D,A,1,object,real-world,continuous_shot,1.0,other
InternVL2_5-8B,loss,258,How many people appeared in the video?,A,D,A,2,object,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,262,How many poses did the woman in the video change into?,A,D,A,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,271,How many yellow chairs are in the video?,A,D,A,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,280,What is the date of birth on the old lady's ID card in the video?,A,D,A,1,object,instructional-media,edited_with_cuts,40.0,other
InternVL2_5-8B,loss,354,How many different cooking methods are shown in the video?,A,D,A,2,event,real-world,edited_with_cuts,13.0,other
InternVL2_5-8B,loss,403,What is the total number of times the lady pours water and seasoning into the metal basin containing seafood?,A,D,A,3,action,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,434,What is the proportion of the types of ingredients being processed (counting only those with a visible process) to the total number of ingredient types in the video?,B,D,B,3,object,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,loss,445,In how many different scenes in the video did the oysters in the bamboo basket appear?,B,D,B,2,event,real-world,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,452,How many times did the scene of the woman in a white top riding a white motorcycle appear?,C,D,C,2,event,real-world,edited_with_cuts,8.0,other
InternVL2_5-8B,loss,461,"What is the total number of times cooking ingredients were added to the pot, from when the pressure cooker starts to vent steam until just before the black cauldron is stirred? (The same type of item is counted only once.)",A,D,A,3,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,490,How many times did the woman swing the kitchen knife up and down? (Contact with the cutting board counts as one time; back-and-forth movements of the knife on the board do not count.),A,D,A,2,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,532,"According to the video, how many more scenes are there of a monkey striking a stone with a shell than of a monkey striking a shell with a stone? (Shot changes do not count.)",C,D,C,3,action,real-world,edited_with_cuts,,
InternVL2_5-8B,loss,549,What is the difference between the number of times a cleaver is used to chop the meat filling and the number of times it is used to chop the green peppers? (A single chop is counted from the moment the cleaver makes contact with an ingredient until it leaves.),A,D,A,3,action,real-world,edited_with_cuts,,
InternVL2_5-8B,loss,562,In how many different locations did the two curly-haired men with a yellow backpack and a khaki backpack appear? (A shot change counts as one location.),A,D,A,2,event,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,590,"In the video, how many chicken feet were caught and thrown into the metal bowl?",B,D,B,2,object,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,645,How many times did the yak appear in the video in total?,A,D,A,2,object,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,loss,710,"Watch the video. In total, how many times do the two birds tuck their beaks into their wing feathers?",A,D,A,3,action,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,749,How many different actions did the man in the dark gray top perform in total in the video?,B,D,B,2,event,real-world,edited_with_cuts,3.0,recorded_course_or_ppt
InternVL2_5-8B,loss,756,"In the video, the woman in the pink top adds ingredients to a large black pot. Which ingredient is added the most times?",A,D,A,3,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,786,How many times in total does the scene of a man in grey-green clothes carving appear? (Each change of shot is counted.),B,D,B,2,event,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,819,What was the maximum number of players in green training kits present at the same time during the football training?,A,D,A,3,object,real-world,edited_with_cuts,10.0,other
InternVL2_5-8B,loss,852,How many times as often was the red silk ribbon grabbed by the male performers as by the female performers?,B,D,B,3,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,858,个子较高的迷彩服男子将身穿迷彩服的小孩举过头顶后放下的动作，一共做了几次？,A,D,A,2,action,real-world,edited_with_cuts,,
InternVL2_5-8B,loss,864,How many times does the woman standing on the white board spread her arms out horizontally?,A,D,A,2,action,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,882,How many somersaults did the two children do in total? What percentage of the total were the failed attempts? (Round the result to one decimal place.),A,D,A,3,action,real-world,edited_with_cuts,3.0,other
InternVL2_5-8B,loss,885,How many times in total did the man wearing the lion dance costume squat on the tightrope?,A,D,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,loss,894,"In the video, how many different actions did the man wearing a red hat perform while holding the white spray gun?",A,D,A,2,action,real-world,edited_with_cuts,0.0,other
InternVL2_5-8B,loss,925,How many shots did the player in the black number 3 jersey make in the video?,B,D,B,2,event,real-world,edited_with_cuts,2.0,other
InternVL2_5-8B,loss,930,"Specifically, how many different ways were the noodles processed during the cooking process in this video?",A,D,A,2,event,instructional-media,continuous_shot,0.0,other
InternVL2_5-8B,loss,959,"The number of lit lanterns in the video, plus the number of lanterns the woman in red throws onto the snow, what is the total number?",A,D,A,3,object,instructional-media,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,1002,How many times does the female character shown in the video raise her arms in the seaside scene?,A,D,A,2,action,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,1009,"According to the video, how many times does the environment change in the scenes depicting the soldiers?",A,D,A,2,event,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,1017,"In the segment from the woman thinking at her desk to the man giving an ecological business speech on stage, how many times in total does the woman appear in shots in the warehouse?",B,D,B,2,event,real-world,edited_with_cuts,5.0,other
InternVL2_5-8B,loss,1033,"Based on the workers' attire and work settings in the video, how many different work locations can be inferred at a minimum?",A,D,A,3,event,real-world,edited_with_cuts,43.0,other
InternVL2_5-8B,loss,1037,How many times does the scene change in the video?,A,D,A,2,event,real-world,edited_with_cuts,12.0,other
InternVL2_5-8B,loss,1053,How many options are there in total under this level in the video clip?,A,D,A,2,object,instructional-media,continuous_shot,0.0,recorded_course_or_ppt
InternVL2_5-8B,loss,1069,"What is the ticket price in the video equivalent to in RMB, calculated at the exchange rate of 16:10 on June 3, 2025?",C,D,C,3,event,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1095,How many countries and regions are mentioned in the video?,A,D,A,2,event,instructional-media,edited_with_cuts,13.0,other
InternVL2_5-8B,loss,1148,How many types of boards were used in the video?,A,D,A,2,object,instructional-media,edited_with_cuts,40.0,other
InternVL2_5-8B,loss,1155,How many water outlets are in the video?,A,D,A,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1173,"On the runway introduced in the video, how many fewer lights are on one side of the runway compared to the number of runway centerline lights?",B,D,B,3,object,instructional-media,edited_with_cuts,7.0,other
InternVL2_5-8B,loss,1175,How many banners are hanging from the ceiling in total?,A,D,A,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1182,How many provinces in total are featured in the video?,B,D,B,2,event,real-world,edited_with_cuts,17.0,other
InternVL2_5-8B,loss,1188,"How many times do scenes of the men's synchronized 10-meter platform diving and the women's synchronized 3-meter springboard diving appear in the video, respectively?",B,D,B,2,event,real-world,edited_with_cuts,15.0,other
InternVL2_5-8B,loss,1194,"In the video, how long did it take to get from Xinxiang Station to the Baoquan Tourist Center?",A,D,A,3,event,real-world,edited_with_cuts,6.0,other
InternVL2_5-8B,loss,1199,How many times was the air purifier pushed in the video?,A,D,A,1,action,instructional-media,edited_with_cuts,17.0,other
InternVL2_5-8B,loss,1221,How many animals are in the background of Little Red Riding Hood in the video?,A,D,A,2,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1250,How many cuts were made to the fruit in the video? Into how many pieces was it cut?,A,D,A,2,action,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1265,How many square meters is the area of the pit mentioned in the video?,A,D,A,3,event,instructional-media,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,1322,How many times was the paper folded in the video?,A,D,A,2,action,real-world,edited_with_cuts,7.0,recorded_course_or_ppt
InternVL2_5-8B,loss,1360,How many paper cups were knocked down in total in the video?,A,D,A,3,object,real-world,edited_with_cuts,1.0,other
InternVL2_5-8B,loss,1371,How many properties of the materials are mentioned in the video?,B,D,B,2,event,instructional-media,edited_with_cuts,4.0,other
InternVL2_5-8B,loss,1441,How many paintings are there in this exhibition room in the video?,A,D,A,1,object,real-world,continuous_shot,0.0,other
InternVL2_5-8B,loss,1462,"In the video, how many people on the stage are sitting with their legs crossed?",A,D,A,2,object,real-world,edited_with_cuts,1.0,other
